#separator:tab
#html:true
#columns:Prompt	Target	Sense	Sample	Why	Tags
You're explaining that a situation is managed and stable. Construct a sentence. Answer: The crisis is <b>under control</b> now that the experts have arrived.	under control (managed state)	idiomatic	Accepts: under control; context must show managed/stable situation	none	module:09 sense:idiomatic type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
You're describing that something is unavailable in a store. Use 'out of stock'. Answer: The popular model is <b>out of stock</b> and won't be available for three weeks.	out of stock (inventory unavailable)	idiomatic	Accepts: out of stock; retail/inventory context required	none	module:09 sense:idiomatic type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
You're explaining that equipment is broken. Write a sentence using 'out of order'. Answer: The elevator is <b>out of order</b>, so we'll need to use the stairs.	out of order (broken/malfunctioning)	idiomatic	Accepts: out of order; context must show malfunction	none	module:09 sense:idiomatic type:production frequency:high register:neutral cefr:a2 image-schema:none generalisable:no
You're describing someone without a job. Construct a sentence. Answer: He's been <b>out of work</b> since the factory closed.	out of work (unemployed)	idiomatic	Accepts: out of work; employment/job loss context required	none	module:09 sense:idiomatic type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
You're describing someone exhausted from running. Write a sentence using 'out of breath'. Answer: After the race, the runners were <b>out of breath</b>.	out of breath (winded/exhausted)	idiomatic	Accepts: out of breath; context must show physical exertion	none	module:09 sense:idiomatic type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
You're explaining that something is impossible. Use 'out of the question'. Answer: A refund is <b>out of the question</b> after thirty days.	out of the question (impossible/unthinkable)	idiomatic	Accepts: out of the question; context must show impossibility	none	module:09 sense:idiomatic type:production frequency:mid register:neutral cefr:b1 image-schema:none generalisable:no
You're describing learning something completely by memory. Write a sentence using 'by heart'. Answer: She learned the entire speech <b>by heart</b>.	by heart (memorized completely)	idiomatic	Accepts: by heart; context must show full memorization	none	module:09 sense:idiomatic type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
You're describing an accidental discovery. Construct a sentence. Answer: I found the old photo album <b>by chance</b> in the attic.	by chance (accidental discovery)	idiomatic	Accepts: by chance; context must show lucky/unexpected discovery	none	module:09 sense:idiomatic type:production frequency:mid register:neutral cefr:b1 image-schema:none generalisable:no
Tell a job interviewer what your success depends on. Use 'depend on' (NEVER 'depend of').	depend on	interference	My success depends on hard work. / Our progress depends on teamwork.	Spanish 'depender de' (lit. 'depend of') is one of the highest-frequency preposition errors in Cambridge Learner Corpus for Spanish L1s. Learners must produce the correct target 'depend ON' pattern.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:spanish
Express your opinion to a friend about a film you just watched. Use 'think about' or 'think of'.	think about	interference	I think about my future. / She thinks about that decision every day.	French 'penser en' can cause confusion. Learners must produce 'think about' or 'think of', never 'think in'.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:french
Introduce a couple at a wedding. Use 'married to' (NEVER 'married with').	married to	interference	She is married to a teacher. / My brother is married to an architect.	German 'verheiratet mit' (lit. 'with') is a high-error pattern. English always uses 'married TO'.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:german
Describe a young adult's financial situation. Use 'depend on' (NEVER 'depend from').	depend on	interference	She depends on her family. / The success depends on preparation.	Russian 'зависит от' (from) causes the error 'depend FROM'. English requires 'depend ON'.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:russian
Tell a friend about your career aspirations. Use 'dream of' or 'dream about'.	dream of	interference	He dreams of becoming a scientist. / She dreams about traveling the world.	French 'rêver de' transfers to 'dream of', which is correct. Reinforce the target pattern.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:french
Describe what you're doing at a bus stop. Use 'wait for' (NEVER 'wait Ø' or 'wait on' for time).	wait for	interference	I wait for the bus every morning. / We waited for our guests to arrive.	German 'warten auf' transfers correctly to 'wait FOR' in English. Reinforce the correct pattern.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:german
Tell a colleague when your team meets each week. Use 'on' before the day name (NEVER bare day in formal writing).	on Monday	interference	He works on Friday. / Let's meet on Wednesday.	Spanish often omits prepositions for days. English requires 'on' + weekday.	module:10 sense:interference type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no l1:spanish
Describe what you do at an art museum. Use 'look at' (NEVER 'look Ø' for visual focus).	look at	interference	Look at that painting. / She looked at the photographs for an hour.	French 'regarder' is transitive bare. English requires 'look AT'.	module:10 sense:interference type:production frequency:high register:neutral cefr:a2 image-schema:none generalisable:no l1:french
Describe the composition of a piece of music or machine. Use 'consist of' (NEVER 'consist from').	consist of	interference	The team consists of ten members. / This dish consists of simple ingredients.	German 'besteht aus' transfers correctly to 'consist OF'. Reinforce the pattern.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:german
Tell someone when you'll arrive next week. Use 'on' before the day name (English requires the preposition).	on Monday	interference	I'll come on Monday. / We meet on Wednesday.	Mandarin omits temporal prepositions. English requires 'on' + weekday.	module:10 sense:interference type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no l1:mandarin
Describe a child's fear of an animal. Use 'afraid of' (English requires the preposition before the feared object).	afraid of	interference	I'm afraid of heights. / She's afraid of spiders.	Japanese may use different particles. English requires 'afraid OF'.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:japanese
Describe a student walking into a classroom. Use 'enter' as a bare transitive verb (NEVER 'enter into' for physical spaces).	enter the room	interference	The students enter the classroom. / She entered the building through the main door.	Spanish 'entrar en' causes 'enter into'. English 'enter' is transitive bare (no prep).	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:spanish
Tell a new acquaintance what you enjoy in your free time. Use 'interested in' (NEVER 'interested by' or 'interested for').	interested in	interference	I'm interested in history. / She is interested in learning languages.	French 'intéressé par' causes 'interested BY'. English requires 'interested IN'.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:french
Tell a colleague where you're traveling for business. Use 'go to' + city name (English always requires the preposition).	go to	interference	He goes to the market. / We went to Moscow.	Russian can omit destination preposition. English requires 'go TO + place'.	module:10 sense:interference type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no l1:russian
Describe arriving at an airport vs. arriving in a country. Use 'arrive at' for the airport, 'arrive in' for the country.	arrive in	interference	She arrived in Shanghai yesterday. / They arrived at the station on time.	Mandarin omits destination preposition. English requires 'arrive IN/AT + place'.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:mandarin
Describe someone boarding and leaving a bus. Use 'get on' and 'get off' (NEVER 'get up'/'get down' from L1 transfer).	get on	interference	She got on the train. / He gets off the bus at Fifth Avenue.	Japanese vertical particles don't map to English directionals. English uses 'get ON/OFF' for vehicles.	module:10 sense:interference type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no l1:japanese
Prototype sense: The keys are <b>in</b> the box. Extended sense: ___ Write two sentences: one using 'in' spatially (in a container), one using 'in' abstractly (in a state or condition).	in (polysemy: container → state)	polysemy	Prototype: The keys are in the box. / Extended: He is in trouble. (or: in love, in pain, in debt)	'IN' radiates from CONTAINER prototype (spatial) to abstract states. The trajector is metaphorically 'contained within' the emotional or cognitive state. Both sentences should use the same preposition but different image schemas.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Prototype sense: The book is <b>on</b> the table. Extended sense: ___ Write two sentences: one using 'on' for physical support, one using 'on' for a scheduled event or media.	on (polysemy: support → event)	polysemy	Prototype: The book is on the table. / Extended: The movie is on tonight. (or: The show is on TV, on Friday)	'ON' radiates from SUPPORT prototype (spatial contact) to events and media. An event is metaphorically 'on' (happening, active, broadcast) like an object on a surface is 'on' (present, active).	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Prototype sense: Meet me <b>at</b> the station. Extended sense: ___ Write two sentences: one using 'at' for a spatial focal point, one using 'at' for a skill or activity focus.	at (polysemy: point location → activity focus)	polysemy	Prototype: Meet me at the station. / Extended: She is good at tennis. (or: skilled at music, hopeless at cooking)	'AT' radiates from POINT prototype (precise spatial location) to focused expertise. A skill is a sharp focal point of attention/ability, mapping onto the spatial POINT schema.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Prototype sense: The journey is <b>by</b> train. Extended sense: ___ Write two sentences: one using 'by' for an instrument/means, one using 'by' for an agent in a passive construction.	by (polysemy: instrument → agent/passive)	polysemy	Prototype: The journey is by train. / Extended: The house was built by the architect. (or: written by the author, created by the artist)	'BY' radiates from PATH-as-instrument prototype (the means is the pathway) to agent-marking in passive voice. Both involve a pathway or conduit role.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Prototype sense: The river flows <b>through</b> the valley. Extended sense: ___ Write two sentences: one using 'through' for spatial movement, one using 'through' for a means or process.	through (polysemy: spatial path → means/process)	polysemy	Prototype: The river flows through the valley. / Extended: She learned through experience. (or: through reading, through trial and error)	'THROUGH' radiates from spatial PATH prototype (traversing enclosed space) to abstract processes. A process is a pathway from ignorance to knowledge, or from start to goal.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Prototype sense: The cat is <b>under</b> the bed. Extended sense: ___ Write two sentences: one using 'under' for spatial location, one using 'under' for a state or ongoing action.	under (polysemy: spatial below → state/action)	polysemy	Prototype: The cat is under the bed. / Extended: The rule is under review. (or: under construction, under investigation, under pressure)	'UNDER' radiates from spatial UNDER prototype (location beneath) to states of being subject to action. The rule is metaphorically 'beneath' scrutiny, being examined from above.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Prototype sense: The bridge is <b>over</b> the river. Extended sense: ___ Write two sentences: one using 'over' for spatial location, one using 'over' for emotional/state completion or moving past.	over (polysemy: spatial above → completion/past)	polysemy	Prototype: The bridge is over the river. / Extended: She is over her ex. (or: over her fear, over the shock, over the loss)	'OVER' radiates from spatial OVER prototype (location above and spanning) to completion or moving past a state. Moving past an obstacle = having gone over it.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Prototype sense: Talk <b>around</b> the table. Extended sense: ___ Write two sentences: one using 'around' for circular spatial movement, one using 'around' for avoidance or evasion.	around (polysemy: spatial circling → avoidance)	polysemy	Prototype: Talk around the table. / Extended: She danced around the topic. (or: around the issue, around the truth, around a difficult subject)	'AROUND' radiates from ENCIRCLE prototype (circular spatial movement) to cognitive avoidance. Avoiding an issue is metaphorically circling it without direct engagement.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Write a sentence with 'in' in a spatial sense. Produce a sentence showing 'in' used prototypically for enclosed location.	in (spatial container)	polysemy	The keys are in the box. / I live in Boston. / She's in the kitchen.	The prototype sense of 'IN' is spatial containment. The trajector is fully or partially enclosed by the landmark.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
Write a sentence with 'on' showing physical support. Produce a sentence showing 'on' used prototypically for contact/support on a surface.	on (spatial support)	polysemy	The picture is on the wall. / The cup is on the table. / The lamp is on the desk.	The prototype sense of 'ON' is physical support. The trajector rests or is affixed to the landmark surface.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
Write a sentence with 'at' showing spatial location at a precise point. Produce a sentence showing 'at' used prototypically for a focal point or reference location.	at (spatial point)	polysemy	Meet me at the station. / I'll wait at the door. / He works at the museum.	The prototype sense of 'AT' is a precise spatial focal point or reference location.	module:11 sense:polysemy type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
Write a sentence with 'through' showing spatial traversal. Produce a sentence showing 'through' used prototypically for movement passing through an enclosed space.	through (spatial path)	polysemy	The river flows through the valley. / We walked through the forest. / She drove through the tunnel.	The prototype sense of 'THROUGH' is spatial PATH—moving from inside one boundary to the inside of another (traversing).	module:11 sense:polysemy type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
You're texting a friend to say you're heading back. Write one sentence using 'home' as a bare destination (NEVER use 'to home').	home (bare destination)	zero	I'm going home. / We should go home now. / She went home after work.	'Home' is a bare destination noun in English. Spanish 'casa' requires a preposition, but English 'home' does not. Reinforce the zero-preposition rule.	module:12 sense:zero type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
Describe what your child does on a typical weekday morning. Use 'school' as a bare institutional noun (go to school, not 'go to the school' unless you mean the building).	school (bare or with 'to')	zero	She goes to school every day. / Children learn in school. / We'll meet at school.	'School' can be bare after 'go' ('go to school' is idiomatic). Spanish requires an explicit preposition, but English allows a bare form or 'to'.	module:12 sense:zero type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
Tell a colleague about something that happened recently. Use 'last week' with NO preposition (never *in last week*).	last week (bare time adverbial)	zero	She arrived last week. / They left last month. / We moved last year.	'Last week' is bare in English. Spanish learners often add 'en', producing the error '*in last week'. Never add a preposition to 'last week'.	module:12 sense:zero type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Summarise a meeting you had recently in two sentences. Use 'discuss' transitively (discuss + bare object, NEVER 'discuss about').	discuss (bare transitive)	zero	We discussed the proposal. / They discussed politics. / Let's discuss the budget.	'Discuss' takes a direct object without 'about'. Romance L1 learners often add 'about' in error. This is a high-frequency production error.	module:12 sense:zero type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Give a stage direction or instruction to someone walking into a room. Use 'enter' as a bare transitive (enter + bare object, NEVER 'enter into' for physical spaces).	enter (bare transitive)	zero	Please enter the classroom. / They entered the building. / She entered the room slowly.	'Enter' takes a direct object without 'into'. Spanish 'entrar en' and French 'entrer dans' cause the error 'enter into'. Never add 'into' to 'enter'.	module:12 sense:zero type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Describe a careful approach to something — a wild animal, an old building, or a difficult conversation. Use 'approach' as a bare transitive (NEVER 'approach to').	approach (bare transitive)	zero	They approached the house. / The storm approached. / We approached the problem carefully.	'Approach' takes a direct object without adding 'to'. Some L1s add 'to' in error. Use bare object.	module:12 sense:zero type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Describe a family resemblance you've noticed. Use 'resemble' as a bare transitive (resemble + bare object, NEVER 'resemble to').	resemble (bare transitive)	zero	He resembles his father. / She resembles her mother. / The son resembles the father.	'Resemble' takes a direct object without 'like'. It is a bare transitive verb, not a comparison verb. Do not add 'like'.	module:12 sense:zero type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Write a casual American-English text confirming a weekend plan. Use a bare weekday name with no 'on' (AmE informal: 'see you Monday').	Monday (bare day; AmE informal)	zero	I'll see you Monday! / Meet me Thursday. / See you Wednesday afternoon.	AmE informal allows bare weekday names (Monday, Tuesday, etc.) in casual speech. Standard/formal English prefers 'on Monday'. British English always requires 'on'.	module:12 sense:zero type:production frequency:high register:informal cefr:a1 image-schema:none generalisable:no
Describe a game your family plays together. Use 'play' + bare game name (play chess / play tennis — never 'play AT chess'). Contrast with instruments (play THE piano).	play + game (bare)	zero	I play chess. / She plays tennis. / We play football every weekend.	'Play' with game names takes a bare direct object. Never add 'at' (archaic/error). Games are bare; instruments require 'the'.	module:12 sense:zero type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
Describe a Sunday-morning routine that involves going to a religious service. Use bare 'church' (institutional meaning); contrast 'go to church' (attend service) with 'go to the church' (the physical building).	church (bare; institutional)	zero	We go to church on Sunday. / They went to church for the service. / I attended church last week.	'Church' bare implies attending a religious service (institutional). 'The church' (with article) refers to the physical building. Use bare 'church' for attendance.	module:12 sense:zero type:production frequency:high register:neutral cefr:a1 image-schema:none generalisable:no
Tell a colleague about something that happened earlier today. Use 'this morning' with NO preposition (this/that/last/next + time-noun never takes 'in' or 'on').	this morning (bare time adverbial)	zero	I saw her this morning. / We met this afternoon. / That evening we went out.	'This morning' is bare (no 'in'). Time adverbials with 'this/that' never take a preposition. Add 'in' only for generic times ('in the morning'), not 'this morning'.	module:12 sense:zero type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no
Imagine you're packing a suitcase for a trip. Describe where you put three items using in/on/at prepositions. Example: I put the shirts in the suitcase, the socks on the shelf, and the passport at the top.	I put the sweater in the suitcase, the jacket on the hanger, and my documents at the top of the bag.	spatial	Packing and spatial organization task	Multi-item placement combines all three schemas: CONTAINER (suitcase encloses), SUPPORT (hanger supports), POINT (top marks location)	module:01 type:production sense:spatial frequency:high register:neutral cefr:a2 image-schema:container generalisable:yes
Give directions to a friend from the train station. Describe key locations using in/on/at. Example: Go down the main road, the bakery is at the corner, my apartment building is in the downtown area, and you'll see the blue door on the left.	Go straight down Main Street. The café is at the corner, my office building is in the business district, and the entrance is on your left.	spatial	Wayfinding and navigation	Navigation combines spatial schemas: POINT (corner, specific locations), CONTAINER (downtown district encloses), SUPPORT (door on surface)	module:01 type:production sense:spatial frequency:high register:neutral cefr:a1 image-schema:point generalisable:yes
Describe your bedroom layout. Tell me where five pieces of furniture are located using all three prepositions. Example: The bed is at the left wall, my desk is in the corner, the lamp is on the nightstand, the rug is on the floor, and my clothes are in the closet.	The bed is on the left wall, my desk is in the corner, the lamp is on the nightstand, books are in the shelf, and my bag is at the foot of the bed.	spatial	Interior space description	Room layout requires mixed schemas: SUPPORT (furniture on surfaces), CONTAINER (closet, shelf enclose), POINT (corner as location)	module:01 type:production sense:spatial frequency:high register:neutral cefr:a1 image-schema:support generalisable:yes
Explain how your kitchen is organized. Describe where you keep five categories of items using in/on/at. Example: Plates are in the cabinet, cups are on the shelf, spices are in the jar, utensils are on the counter, and the trash is at the corner.	The plates are in the cabinet, glasses are on the shelf, cutlery is in the drawer, canned goods are at the back, and the trash bin is at the corner.	spatial	Kitchen organization and storage	Storage description combines: CONTAINER (cabinet, drawer), SUPPORT (shelf, counter), POINT (corner, back locations)	module:01 type:production sense:spatial frequency:high register:neutral cefr:a1 image-schema:container generalisable:yes
Describe a family photo you're looking at. Say where family members are positioned using in/on/at. Example: My sister is on the right side, I'm in the middle, Dad is at the back, Grandma is on the bench, and the dog is in the foreground.	My brother is on the left, I'm in the center, my mother is at the back, Dad is on the chair, and the baby is in front.	spatial	Photo description and positioning	Image composition uses: SUPPORT (objects on surfaces), CONTAINER (enclosed spaces), POINT (background, foreground locations)	module:01 type:production sense:spatial frequency:mid register:neutral cefr:a1 image-schema:support generalisable:yes
Tell me about your morning routine and the places you visit. Use in/on/at for each location. Example: I wake up in my bedroom, shower in the bathroom, eat breakfast on the terrace, pick up coffee at the café, and work in the office all day.	I wake up in my bedroom, exercise in the fitness room, have breakfast on the patio, grab a coffee at the café, and arrive at the office by nine.	spatial	Daily routine and location sequencing	Routine narrative uses: CONTAINER (rooms as enclosed spaces), SUPPORT (food/sitting on surfaces), POINT (specific venues like café)	module:01 type:production sense:spatial frequency:high register:neutral cefr:a1 image-schema:container generalisable:yes
Describe your commute to work or school. Name five locations and how you position yourself relative to them using in/on/at. Example: I walk from my house, wait at the bus stop, sit on the bus seat, arrive at the station, and end up in the classroom.	I leave from home, wait at the traffic light, sit on the train seat, exit at the downtown station, and walk in through the office lobby.	spatial	Commute description and route planning	Journey narrative combines: POINT (stops, stations), SUPPORT (sitting on transit), CONTAINER (buildings, trains)	module:01 type:production sense:spatial frequency:mid register:neutral cefr:a1 image-schema:point generalisable:yes
Imagine planning a vacation itinerary. Describe where you'll stay and what you'll visit using in/on/at. Example: I'll stay in a beachfront hotel, sunbathe on the sand, explore the shops at the marketplace, visit museums in the city, and relax at the poolside.	I'll stay in a boutique hotel, swim in the ocean, walk on the beach path, visit the museum at the cultural center, and relax on the terrace each evening.	spatial	Travel planning and destination description	Travel narrative uses: CONTAINER (city, country, hotel), SUPPORT (beach, terrace), POINT (cultural venues, market)	module:01 type:production sense:spatial frequency:mid register:formal cefr:a2 image-schema:container generalisable:yes
Describe a restaurant or café you like. Tell me where different things are located using all three prepositions. Example: The entrance is on the main street, the bar is at the front, tables are on the floor, and the kitchen is in the back.	The windows face the park, tables are on the patio, the restroom is at the side, the kitchen is in the back, and the bar stands in the corner.	spatial	Interior venue description	Venue layout combines: SUPPORT (tables on floor/patio), POINT (front, side, corner), CONTAINER (back of building)	module:01 type:production sense:spatial frequency:high register:neutral cefr:a1 image-schema:support generalisable:yes
Tell me about a shopping trip. Describe where items and departments are located. Example: The clothing department is on the second floor, shoes are on a rack near the entrance, checkout is at the front, and the café is in the food court.	The men's section is on the left, shoes are on the display racks, the fitting room is at the back, groceries are in the basement, and the café sits on the top floor.	spatial	Retail space navigation	Store layout uses: SUPPORT (items on racks/floor), POINT (front, back, left sections), CONTAINER (basement, food court areas)	module:01 type:production sense:spatial frequency:mid register:neutral cefr:a1 image-schema:point generalisable:yes
Describe where you store personal items at home. Mention five categories using in/on/at. Example: Clothes are in the wardrobe, shoes are on the rack, accessories are in a box, jewelry is on the dresser, and watches are at eye level on the shelf.	Books are in the bookcase, decorations are on the shelves, winter coats are in the hall closet, photos are at the center of the wall, and plants sit on the windowsill.	spatial	Home storage organization	Personal storage combines: CONTAINER (closet, wardrobe, bookcase), SUPPORT (rack, shelf, dresser), POINT (eye level, center)	module:01 type:production sense:spatial frequency:high register:neutral cefr:a1 image-schema:container generalisable:yes
Describe your work schedule using 'from' and 'to'.	from-to	temporal	I work from Monday to Friday, from 9am to 5pm.	FROM-TO creates bounded intervals; requires multi-sentence output	module:03 type:production sense:temporal frequency:high register:neutral cefr:a2 image-schema:none generalisable:yes
Tell me about a project that is finished or will be finished 'after' a certain duration.	after	temporal	I started the report after my meeting ended, and I'll submit it after three weeks.	AFTER shows both event sequence and duration completion	module:03 type:production sense:temporal frequency:high register:neutral cefr:a2 image-schema:none generalisable:yes
Describe something that happened in the past using 'ago' and a specific duration.	ago	temporal	I started my job five years ago, and I moved cities three months ago.	AGO anchors multiple events with past distance	module:03 type:production sense:temporal frequency:high register:neutral cefr:a1 image-schema:none generalisable:yes
Give me a routine that you do 'while' doing something else.	while	temporal	I drink coffee while reading the news, and I listen to music while exercising.	WHILE links simultaneous actions; requires demonstration of overlap	module:03 type:production sense:temporal frequency:mid register:neutral cefr:a2 image-schema:none generalisable:yes
Describe a deadline using 'before'.	before	temporal	I need to finish the presentation before Friday and submit the draft before noon.	BEFORE sets multiple deadlines; requires event-deadline pairing	module:03 type:production sense:temporal frequency:high register:neutral cefr:a2 image-schema:none generalisable:yes
Tell me about an event and something that happened 'before' it.	before	temporal	Before the conference started, I prepared my slides. Before I arrived, my colleagues had already set up.	BEFORE sequences events with clear prior occurrence	module:03 type:production sense:temporal frequency:high register:neutral cefr:a2 image-schema:none generalisable:yes
Describe a time period 'throughout' which something continuous happened.	throughout	temporal	Throughout the summer, we had beach outings. Throughout my career, I've learned valuable skills.	THROUGHOUT emphasizes completeness across a period	module:03 type:production sense:temporal frequency:mid register:formal cefr:b1 image-schema:none generalisable:yes
Describe a validation or availability period using 'till' or 'until'.	till-until	temporal	The offer is valid until Friday. The store is open till 9pm. We'll wait until the boss arrives.	TILL/UNTIL mark endpoints; requires multiple deadline or endpoint contexts	module:03 type:production sense:temporal frequency:mid register:neutral cefr:a2 image-schema:none generalisable:yes
Describe a work history or timeline using 'from' dates.	from	temporal	I worked from 2015 to 2018 in sales, and from 2018 onward in management.	FROM anchors multiple temporal segments; requires chronological narrative	module:03 type:production sense:temporal frequency:high register:formal cefr:b1 image-schema:none generalisable:yes
Tell me a short story with events that happened 'after' each other.	after	temporal	After I woke up, I had breakfast. After breakfast, I went to work. After work, I met a friend for dinner.	AFTER sequences multiple events in narrative	module:03 type:production sense:temporal frequency:high register:neutral cefr:a1 image-schema:none generalisable:yes
Describe something that you haven't done in a long time, using 'ago'.	ago	temporal	I haven't played tennis in years — not since five years ago. I haven't visited my hometown in over a decade.	AGO in negative/perfective contexts shows elapsed time	module:03 type:production sense:temporal frequency:mid register:neutral cefr:b1 image-schema:none generalisable:yes
Describe a situation with 'before' and 'after' as a contrast.	before-after	temporal	Before the pandemic, we met in person. After the pandemic, we worked remotely for two years.	BEFORE/AFTER contrast two periods with clear temporal boundary	module:03 type:production sense:temporal frequency:high register:neutral cefr:b1 image-schema:none generalisable:yes
Describe what you did 'while' waiting or traveling.	while	temporal	While I waited for the appointment, I read a book. While I traveled, I took lots of photos.	WHILE shows secondary action during primary action	module:03 type:production sense:temporal frequency:mid register:neutral cefr:a2 image-schema:none generalisable:yes
Describe your study habits using 'throughout' and/or 'during'.	throughout	temporal	Throughout the semester, I studied every evening. Throughout exam week, I stayed focused and slept well.	THROUGHOUT in recurring/continuous study contexts	module:03 type:production sense:temporal frequency:mid register:formal cefr:b1 image-schema:none generalisable:yes
You are moving to a new flat. Describe where furniture goes in your living room using 'in', 'on', and 'at'.	The bookshelf sits against the wall. The lamp goes on the side table beside the sofa. Cushions are in the storage box under the window. We placed the rug at the centre of the room.	spatial	Furniture positioning	against, on, in, at mark support, surface-mounting, container, and point locations in domestic space	module:01 type:production sense:spatial frequency:high register:neutral cefr:a1 image-schema:support generalisable:yes
You're scheduling a meeting with colleagues in different time zones. Explain using 'at', 'by', and 'within'.	The meeting starts at 3 PM Greenwich Mean Time. Everyone must join by that time to receive the agenda beforehand. We'll complete all items within two hours so nobody works late.	temporal	Time specification	at = clock time; by = deadline; within = duration span	module:03 type:production sense:temporal frequency:high register:formal cefr:b1 image-schema:none generalisable:yes
Tell a friend about something you did in the past week using 'during' and 'on'.	On Tuesday I went hiking, and during the walk I saw a rare bird. On Friday evening, during dinner, my brother announced his engagement.	temporal	Past event narration	on = day marker; during = concurrent activity framing	module:03 type:production sense:temporal frequency:high register:neutral cefr:a1 image-schema:none generalisable:yes
Describe a long-term personal achievement using 'for', 'since', and 'over'.	I've been learning Spanish for five years now. Since I started, I've lived in three countries and improved dramatically. Over the past year alone, I've read ten novels in Spanish.	temporal	Duration narrative	for = length; since = start point; over = span description	module:03 type:production sense:temporal frequency:high register:neutral cefr:b1 image-schema:none generalisable:yes
Write about a skill you've practiced or mastered. Use 'focus on' to describe concentration and 'benefit from' to show improvement.	I focus on improving my speaking fluency every day. I benefit from regular conversations with native speakers. I also benefit from reading newspapers to expand my vocabulary. My progress benefits from consistent effort and patience.	dependent	Verb + preposition narrative	focus on = concentration; benefit from = derivation of advantage	module:05 type:production sense:dependent frequency:high register:neutral cefr:b1 image-schema:none generalisable:no dependent:verb
Write about your workday routine.	begin with / end with	dependent	My day begins with coffee and ends with emails.	Describe habit or routine with sequences	module:05 sense:dependent type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no dependent:verb
Describe a meal or event sequence.	start with / finish with	dependent	We start with appetizers and finish with dessert.	Describe temporal sequencing of components	module:05 sense:dependent type:production frequency:high register:neutral cefr:b1 image-schema:none generalisable:no dependent:verb
